var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,rank,df_r,N_hdfe,N_hdfe_extended,df_a,df_a_initial,df_a_redundant,df_a_nested,ic,drop_singletons,num_singletons,N_full,df_m,tss,tss_within,rss,mss,rmse,F,ll,ll_0,r2_within,r2_a,r2_a_within,N_clust,N_clust1,sumweights,report_constant,N_clustervars,_estimates_name,cmd,properties,dofmethod,absvars,extended_absvars,predict,estat_cmd,footnote,marginsnotok,title,title2,cmdline,title3,depvar,indepvars,clustvar,clustvar1,vcetype,vce,y,x,est
"2.kon",-.00043665516,.000023041976,-18.950422,0,-.00048181662,-.0003914937,5162862,.00045539948,1,,2,2,28,29,1,0,3,1,0,,1,3554.5493,3553.1765,3552.9307,1.61874,.026233083,359.1185,11470838,11470659,.000069233465,.00044997857,.000069039786,,,,1,1,"hosp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_inc ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_inc","2bn.kon _cons","lopnr","lopnr","Robust","cluster","hosp_inc","kon","working_age"
"_cons",.00090370566,.000018566021,48.675247,0,.00086731691,.00094009441,5162862,.00045539948,1,,2,2,28,29,1,0,3,1,0,,1,3554.5493,3553.1765,3552.9307,1.61874,.026233083,359.1185,11470838,11470659,.000069233465,.00044997857,.000069039786,,,,1,1,"hosp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_inc ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_inc","2bn.kon _cons","lopnr","lopnr","Robust","cluster","hosp_inc","kon","working_age"
"1b.inkomst",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"2.inkomst",9.1596883e-07,1.3749799e-07,6.6616888,2.7072256e-11,6.4647764e-07,1.1854600e-06,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"3.inkomst",1.4110286e-07,7.5108559e-08,1.8786522,.060292047,-6.1072427e-09,2.8831298e-07,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"4.inkomst",-2.7438837e-06,3.0399690e-07,-9.0260248,1.7807295e-19,-3.3397068e-06,-2.1480605e-06,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"0b.ar_2020",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"1.ar_2020",.00017293569,.000011452375,15.100421,0,.00015048945,.00019538193,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"2.inkomst#1.ar_2020",-.00010612212,.000013483406,-7.8705721,3.5308293e-15,-.00013254912,-.000079695121,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"3o.inkomst#0b.ar_2020",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"3.inkomst#1.ar_2020",-.00012735145,.000012872371,-9.8933945,4.4487416e-23,-.00015258083,-.00010212206,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"4o.inkomst#0b.ar_2020",0,0,,,0,0,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"4.inkomst#1.ar_2020",-.00013954908,.000012511537,-11.153633,6.8787326e-29,-.00016407124,-.00011502692,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"_cons",4.1900239e-07,5.8251661e-08,7.1929688,6.3404945e-13,3.0483122e-07,5.3317359e-07,25741224,.0001340794,7,,2,2,28,29,1,0,3,1,0,,7,419.99313,419.97983,419.93683,.056312427,.0040390356,60.006145,105353976,105352656,.00010233408,.00013275872,.00010206217,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","working_age"
"1b.inkomst",0,0,,,0,0,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"2.inkomst",.000037377082,1.4960114e-06,24.984491,0,.000034444955,.000040309209,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"3.inkomst",.00001177618,1.1821512e-06,9.9616528,2.2440029e-23,9.4592060e-06,.000014093154,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"4.inkomst",-.000081916449,3.2996104e-06,-24.826097,0,-.000088383567,-.00007544933,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"0b.ar_2020",0,0,,,0,0,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"1.ar_2020",.00881756,.000084999469,103.73665,0,.0086509641,.008984156,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"2.inkomst#1.ar_2020",.00032240461,.00011874501,2.7151003,.0066255899,.000089668618,.00055514061,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
"3o.inkomst#0b.ar_2020",0,0,,,0,0,25243600,.0093943989,7,,2,2,28,29,1,0,3,1,0,,7,55696.566,55689.57,55173.332,523.23578,.046750825,8066.6929,41500112,41382564,.0092699453,.0093930652,.0092696706,,,,1,1,"pos_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_unemp","inkomst","working_age"
