var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,N_clustervars,report_constant,sumweights,N_clust1,N_clust,r2_a_within,r2_a,r2_within,ll_0,ll,F,rmse,mss,rss,tss_within,tss,df_m,N_full,num_singletons,drop_singletons,ic,df_a_nested,df_a_redundant,df_a_initial,df_a,N_hdfe_extended,N_hdfe,df_r,rank,vce,vcetype,clustvar1,clustvar,indepvars,depvar,title3,cmdline,title2,title,marginsnotok,footnote,estat_cmd,predict,extended_absvars,absvars,dofmethod,properties,cmd,_estimates_name,y,est,x
"2o.land#0b.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"2.land#1.ar_2020",.0072759395,.00054993347,13.230581,0,.0061980896,.0083537893,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"3o.land#0b.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"3.land#1.ar_2020",.015368947,.0005873529,26.166462,0,.014217756,.016520137,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"0.utbildning",-.0044949371,.0007505939,-5.9885073,2.1178499e-09,-.0059660743,-.0030238,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"1b.utbildning",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"2.utbildning",-.011580526,.00022782529,-50.83073,0,-.012027055,-.011133997,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"3.utbildning",-.030843154,.00024982283,-123.46011,0,-.031332798,-.030353509,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"0o.utbildning#0b.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"0.utbildning#1.ar_2020",.0049546533,.0014183962,3.4931376,.00047738315,.0021746473,.0077346591,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"1b.utbildning#0b.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"1b.utbildning#1o.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"2o.utbildning#0b.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"2.utbildning#1.ar_2020",.0029894044,.00046377996,6.4457388,1.1504539e-10,.0020804121,.0038983966,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"3o.utbildning#0b.ar_2020",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"3.utbildning#1.ar_2020",-.002928471,.00049271341,-5.9435582,2.7891256e-09,-.0038941717,-.0019627702,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"1b.inkomst",0,0,,,0,0,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"2.inkomst",-.024864588,.00022049953,-112.76482,0,-.025296759,-.024432417,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
"3.inkomst",-.0062048314,.00023291518,-26.639875,0,-.0066613369,-.005748326,35253644,.029734511,1,1,,,,.022015328,.029732915,.022015911,-17333832,-16941426,26940.184,.39126134,165389.3,5396810.5,5518301,5562199.5,21,,0,1,4,0,1,39,38,2,2,,21,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 0bn.utbildning 2bn.utbildning 3bn.utbildning 0bn.utbildning#1bn.ar_2020 2bn.utbildning#1bn.ar_2020 3bn.utbildning#1bn.ar_2020 2bn.inkomst 3bn.inkomst 4bn.inkomst 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 2bn.kon 2bn.kon#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_full","tapp_disp","onemodel_full_population",""
